lat,lng,name,address,date,vtemp,vcook,vhygiene,vcontam,vsource
37.8700576,-122.2837329,ANDRONICO'S PARK &amp; SHOP,1414 UNIVERSITY AVE,PENDING,-1,-1,-1,-1,-1
37.869004,-122.2921763,BOMBAY MUSIC.COM,2000 SAN PABLO AVE,12/14/2011,0,0,0,0,0
37.8682745,-122.2919494,MIDDLE EAST MARKET,2054 SAN PABLO AVE,1/25/2012,0,0,0,1,0
37.868264,-122.2919461,LITTLE PABLO TAQUERIA,2056 SAN PABLO AVE,8/17/2011,1,0,0,1,0
37.8680834,-122.2918898,MI TIERRA FOODS #2,2082 SAN PABLO AVE,1/24/2012,0,0,0,1,0
37.8533577,-122.278937,U.S. LIQUOR,2997 SACRAMENTO ST,3/12/2012,0,0,0,0,0
37.8516673,-122.278519,FOOD TOWN MARKET,3049 SACRAMENTO ST,6/14/2012,0,0,0,0,0
37.8707236,-122.2805008,HIMALAYAN FLAVORS,1585 UNIVERSITY AVE,12/12/2011,0,0,1,0,0
37.8709127,-122.2769108,EDOKO JAPANESE RESTAURANT,1722 UNIVERSITY AVE,4/18/2012,0,0,0,0,0
37.8712072,-122.2746706,BAZAAR OF INDIA,1810 UNIVERSITY AVE,4/18/2012,0,0,0,0,0
37.850004,-122.2705265,DOMINO'S PIZZA,3219 ADELINE ST,8/12/2011,0,0,0,0,0
37.850019,-122.2708281,LAS PALMAS,3221 ADELINE ST,7/18/2012,1,0,0,1,0
37.8502197,-122.2712509,NICK'S LOUNGE,3218 ADELINE ST,11/16/2011,0,0,0,0,0
37.8497069,-122.2711559,J &amp; B FINE FOODS,3242 ADELINE ST,3/30/2012,0,0,0,1,0
37.8731255,-122.2686847,LHASA KARNAK HERB CO.,1938 SHATTUCK AVE,1/5/2012,0,0,0,0,0
37.8729688,-122.268326,EVERGREEN DELI &amp; JUICE BAR,1951 SHATTUCK AVE,6/15/2012,0,0,0,0,0
37.8804576,-122.2691375,ZATAR,1981 SHATTUCK AVE,7/11/2012,0,0,0,0,0
37.8804575,-122.2691375,BRAZIL FRESH SQUEEZED,1983 SHATTUCK AVE,5/2/2012,0,0,0,0,0
37.8718166,-122.2723835,PLEARN THAI RESTAURANT,1923 UNIVERSITY AVE,5/21/2012,0,0,0,1,0
37.8686264,-122.2593157,ESPRESSO ROMA/C'EST CAFÉ,2490 BANCROFT WY,6/4/2012,1,0,0,0,0
37.8686753,-122.2585495,SAN FRANCISCO SOUP CO.,2512 BANCROFT WY,6/4/2012,0,0,0,0,0
37.8686817,-122.2587336,JAMBA JUICE,2514 BANCROFT WY,4/23/2012,0,0,0,0,0
37.8686702,-122.2586469,FAT NATE INC. DBA YOGURTLAND,2516 BANCROFT WY,4/3/2012,0,0,0,0,0
37.868859,-122.2579748,INDIAN FLAVOR EXPRESS,2548 BANCROFT WY,4/3/2012,1,0,0,0,0
37.8688675,-122.2579038,MOCCACINO CAFE,2552 BANCROFT WY,4/16/2012,0,0,0,0,0
37.8687827,-122.2578922,SFOOF'S WOOFLE CAFE,2554 BANCROFT WY,PENDING,-1,-1,-1,-1,-1
37.8688985,-122.2576455,JULIE'S HEALTHY CAFE,2562 BANCROFT WY,4/23/2012,2,0,0,1,0
37.8692854,-122.2546207,CAFE STRADA,2300 COLLEGE AVE,2/24/2012,1,0,0,0,0
37.8673998,-122.2620939,CREATIVE LIVING CENTER,2340 DURANT AVE,5/4/2012,0,0,0,0,0
37.8675441,-122.259572,MICHELLE'S YOGURT &amp; SWEETS,2430 DURANT AVE,4/17/2012,0,0,0,0,0
37.8679768,-122.2578252,SWEETHEART CAFE &amp; TEA,2523 DURANT AVE,4/3/2012,1,0,0,1,0
37.8679813,-122.2575609,LA BURITTA,2530 DURANT AVE,11/4/2011,1,0,0,1,0
37.8652379,-122.2582112,GIANT BONGO BURGER,2505 DWIGHT WY,5/9/2012,0,0,0,0,0
37.868452,-122.259391,WALGREENS #10045,2310 TELEGRAPH AVE,5/21/2012,0,0,0,0,0
37.8679918,-122.2592021,BLONDIE'S,2340 TELEGRAPH AVE,1/11/2012,0,0,0,1,0
37.8679437,-122.2592771,NOAH'S BAGELS,2344 TELEGRAPH AVE,3/27/2012,0,0,0,1,0
37.867699,-122.2587069,SMART ALEC'S,2355 TELEGRAPH AVE,7/10/2012,1,0,0,1,0
37.867294,-122.2586498,TAKO SUSHI,2379 TELEGRAPH AVE,6/27/2012,0,0,0,1,0
37.8664082,-122.2590562,RALEIGH'S,2438 TELEGRAPH AVE,10/26/2011,1,0,0,0,0
37.8661698,-122.2588099,CAFE INTERMEZZO,2442 TELEGRAPH AVE,10/26/2011,0,0,0,0,0
37.8651422,-122.2584516,ANN'S KITCHEN,2498 TELEGRAPH AVE,6/18/2012,1,0,0,0,0
37.87125,-122.269696,BERKELEY REPERTORY THEATRE,2015 ADDISON ST,PENDING,-1,-1,-1,-1,-1
37.8712872,-122.2675193,HOT CUP,2107 ADDISON ST,7/29/2011,0,0,0,0,0
37.8694699,-122.2674549,GRUB-N-GO,2109 ALLSTON WY,4/20/2012,1,0,0,1,0
37.8697487,-122.2660694,SATURN CAFE,2175 ALLSTON WY,2/27/2012,2,0,0,1,0
37.8703463,-122.2677606,LITTLE MANDARIN,139 BERKELEY SQ,6/14/2012,1,0,0,0,0
37.8703227,-122.2678206,OASIS GRILL,2114 CENTER ST,5/22/2012,1,0,0,0,0
37.8701999,-122.266645,SPORTIVO,2142 CENTER ST,4/26/2012,1,0,0,1,0
37.8703723,-122.2666582,QUIZNO'S SUB,2144 CENTER ST,6/14/2012,0,0,0,0,0
37.8704933,-122.2665929,BAGEL STREET CAFE,2148 CENTER ST,5/22/2012,1,0,0,0,0
37.8703866,-122.2664769,CU JAPANESE FUSION,2152 CENTER ST,6/14/2012,0,0,0,0,0
37.8703782,-122.2664037,BONGO BURGER,2154 CENTER ST,5/3/2012,0,0,0,0,0
37.8681653,-122.2697381,BARTLETTE'S ORGANIC COFFEE,2020 KITTREDGE ST,PENDING,-1,-1,-1,-1,-1
37.8719408,-122.2676287,BIRYANI HOUSE,2011 SHATTUCK AVE,1/6/2012,1,0,0,1,0
37.880457,-122.2691376,K P DELI,2012 SHATTUCK AVE,4/5/2012,0,0,0,1,0
37.8804568,-122.2691376,YU-YING GARDEN,2025 SHATTUCK AVE,4/4/2012,1,0,0,1,0
37.8712798,-122.2677653,SAIGON EXPRESS,2045 SHATTUCK AVE,7/29/2011,1,0,0,1,0
37.8804554,-122.2691376,GELATERIA NAIA,2106 SHATTUCK AVE,4/9/2012,0,0,0,0,0
37.8804554,-122.2691376,TAPIOCA EXPRESS,2110 SHATTUCK AVE,5/10/2012,0,0,0,0,0
37.8698875,-122.2679929,ALMARE,2170 SHATTUCK AVE,3/5/2012,0,0,0,0,0
37.8698207,-122.2680024,ALLSTAR CAFE,2172 SHATTUCK AVE,8/10/2011,1,0,0,1,0
37.8692531,-122.2678537,PLANET JUICE,2205 SHATTUCK AVE,4/22/2011,0,0,0,1,0
37.8684987,-122.2677797,E-Z STOP DELI,2233 SHATTUCK AVE,6/28/2012,1,0,0,1,0
37.8686258,-122.2676309,BURGER MEISTER,2237 SHATTUCK AVE,6/28/2012,0,0,0,0,0
37.8683779,-122.2676184,PEET'S COFFEE &amp; TEA/2257SHAT,2257 SHATTUCK AVE,5/3/2012,0,0,0,0,0
37.8678324,-122.2680845,THE SHATTUCK LOUNGE,2284 SHATTUCK AVE,PENDING,-1,-1,-1,-1,-1
37.8661957,-122.2673496,LA NOTE,2377 SHATTUCK AVE,7/26/2012,0,0,0,0,0
37.8645333,-122.2675175,TUK TUK THAI CAFE,2468 SHATTUCK AVE,3/21/2012,1,0,0,1,0
37.8713078,-122.2677789,SUBWAY SANDWICHES,92 SHATTUCK SQ,3/16/2012,1,0,0,0,0
37.8715121,-122.2728744,CHAAT CAFE,1902 UNIVERSITY AVE,7/2/2012,1,0,0,1,0
37.8716999,-122.2714228,CHOCOLATIER BLUE,1964 UNIVERSITY AVE,7/2/2012,0,0,0,0,0
37.8717087,-122.2713583,SLOW RESTAURANT,1966 UNIVERSITY AVE,7/24/2012,1,0,0,1,0
37.8717904,-122.2701828,CAFE TIBET,2020 UNIVERSITY AVE,2/8/2012,0,0,0,0,0
37.871812,-122.2700318,JAYAKARTA RESTAURANT,2026 UNIVERSITY AVE,7/24/2012,0,0,0,0,0
37.8719393,-122.2695634,MERIDIAN INT'L SPORTS CAFE,2050 UNIVERSITY AVE,PENDING,-1,-1,-1,-1,-1
37.8719915,-122.2691445,RYOWA NOODLE HOUSE,2068 UNIVERSITY AVE,7/26/2012,1,0,0,1,0
37.8719305,-122.2689783,BOBBY G'S PIZZERIA,2074 UNIVERSITY AVE,5/14/2012,0,0,0,0,0
37.8721509,-122.267288,LUCKY HOUSE,2140 UNIVERSITY AVE,4/4/2012,0,0,0,1,0
37.863927,-122.2664969,MUSASHIYA CORPORATION,2126 DWIGHT WY,4/5/2012,0,0,0,0,0
37.8640077,-122.2660889,BERKELEY EMERGENCY FOOD &amp; HOUSING,2140 DWIGHT WY,4/2/2012,0,0,0,0,0
37.8638194,-122.2674247,FRAUSTO'S RESTAURANT,2504 SHATTUCK AVE,5/9/2012,1,0,0,1,0
37.8644398,-122.2630895,ROXIE FOOD CENTER,2250 DWIGHT WY,4/2/2012,0,0,0,0,0
37.8650758,-122.2583116,PEET'S COFFEE &amp; TEA/TEL,2501 TELEGRAPH AVE,3/28/2012,0,0,0,0,0
37.8646781,-122.2587795,RACHA CAFE,2516 TELEGRAPH AVE,7/16/2012,0,0,0,0,0
37.864689,-122.2584462,FRED'S MARKET,2521 TELEGRAPH AVE,7/16/2012,0,0,0,0,0
37.8644167,-122.2583854,PHO K &amp; K,2533 TELEGRAPH AVE,7/16/2012,0,0,0,0,0
37.8640007,-122.258612,PASTA BENE,2565 TELEGRAPH AVE,7/23/2012,0,0,0,0,0
37.8624554,-122.2588622,SUBWAY SANDWICHES AND SALADS,2618 TELEGRAPH AVE,8/9/2011,0,0,0,0,0
37.858736,-122.2669054,SCONEHENGE BAKERY CAFE,2787 SHATTUCK AVE,7/5/2012,2,0,0,1,0
37.8557886,-122.2663913,ROCKY'S HAMBURGERS &amp; CHEESETEA,2929 SHATTUCK AVE,7/10/2012,0,0,0,0,0
37.8556356,-122.2665266,TAQUERIA LA FAMILIA,2971 SHATTUCK AVE,7/11/2012,1,0,0,1,0
37.8555159,-122.2663441,EMILIA'S,2995 SHATTUCK AVE,3/15/2012,0,0,0,0,0
37.8571294,-122.2533767,DREAM FLUFF DONUTS,2637 ASHBY AVE,5/21/2012,0,0,0,0,0
37.8583041,-122.2533003,ELMWOOD CAFE,2900 COLLEGE AVE,7/9/2012,0,0,0,0,0
37.8579976,-122.2532557,SHEN HUA,2914 COLLEGE AVE,5/3/2012,1,0,0,1,0
37.8577464,-122.253133,FILIPPO'S PASTARIA,2930 COLLEGE AVE,6/13/2012,2,0,0,1,0
37.8574599,-122.2535423,ICI ICE CREAM,2948 COLLEGE AVE,4/3/2012,0,0,0,0,0
37.8590634,-122.258926,TAI-SAN RESTAURANT,2811 TELEGRAPH AVE,7/23/2012,1,0,0,1,0
37.8567934,-122.259368,ETHIOPIA RESTAURANT,2955 TELEGRAPH AVE,2/29/2012,0,0,0,0,0
37.862003,-122.2533198,COFFEE SACK,2701 COLLEGE AVE,7/9/2012,0,0,0,0,0
37.8617898,-122.2533152,DERBY FOOD CENTER,2707 COLLEGE AVE,7/10/2012,0,0,0,1,0
37.8578364,-122.2530072,BEANERY,2925 COLLEGE AVE,5/15/2012,0,0,0,0,0
37.8584899,-122.2443496,THE BREAD GARDEN,2912 DOMINGO AVE,5/24/2012,0,0,0,1,0
37.8586099,-122.2439083,PEET'S COFFEE &amp; TEA/DOM,2916 DOMINGO AVE,5/30/2012,0,0,0,0,0
37.8585856,-122.2441783,RICK &amp; ANN'S INC.,2922 DOMINGO AVE,5/22/2012,1,0,0,0,0
37.8585439,-122.2527186,NABOLOM,2708 RUSSELL ST,4/19/2012,0,0,0,1,0
37.8544212,-122.2482689,SEMIFREDDI'S,3084 CLAREMONT AVE,3/19/2012,0,0,0,0,0
37.856804,-122.2529342,HOLY LAND,2965 COLLEGE AVE,4/4/2012,0,0,0,1,0
37.856652,-122.2527361,MANPUKU,2977 COLLEGE AVE,4/19/2012,0,0,0,1,0
37.8517249,-122.2525068,TARA'S ORGANIC ICE CREAM,3173 COLLEGE AVE,4/19/2012,0,0,0,0,0
37.8510588,-122.2524735,POWELL'S SWEET SHOPPE,3206 COLLEGE AVE,5/29/2012,0,0,0,0,0
37.8812488,-122.2892547,TINY THAI,1316 GILMAN ST,5/25/2011,0,0,0,1,0
37.8805299,-122.2958973,PIC 'N PAC LIQUORS,1296 SAN PABLO AVE,1/11/2012,0,0,0,0,0
37.891037,-122.2856803,TAQUERIA TALAVERA,1561 SOLANO AVE,4/2/2012,0,0,0,0,0
37.8912331,-122.2847967,BARNEY'S,1591 SOLANO AVE,5/15/2012,0,0,0,1,0
37.8912864,-122.2847308,LIU'S KITCHEN,1593 SOLANO AVE,5/3/2012,0,0,0,0,0
37.8912633,-122.2846004,KYOTO,1599 SOLANO AVE,2/7/2012,0,0,0,0,0
37.8912528,-122.2840682,SUBWAY RESTAURANT,1615 SOLANO AVE,6/11/2012,0,0,0,0,0
37.8913094,-122.2834703,EVEREST CAFE,1645 SOLANO AVE,2/7/2012,0,0,0,0,0
37.8913094,-122.2823767,TANGERINE,1707 SOLANO AVE,6/11/2012,0,0,0,0,0
37.891371,-122.2823354,THE XOCOLATE BAR,1709 SOLANO AVE,7/26/2012,0,0,0,0,0
37.8914885,-122.2799783,STARBUCKS COFFEE #570,1799 SOLANO AVE,6/6/2012,0,0,0,0,0
37.8915084,-122.2792112,PEET'S COFFEE &amp; TEA/SOL,1825 SOLANO AVE,3/12/2012,0,0,0,0,0
37.8912593,-122.2774835,AJANTA RESTAURANT,1888 SOLANO AVE,3/1/2012,0,0,1,1,0
37.8913696,-122.2774454,BANGKOK JAM,1892 SOLANO AVE,3/15/2012,0,0,0,0,0
37.891653,-122.2773502,JERUSALEM ORGANIC KITCHEN,1897 SOLANO AVE,2/29/2012,0,0,0,1,0
37.8818002,-122.2814292,GIOIA PIZZERIA,1586 HOPKINS ST,6/12/2012,0,0,0,0,0
37.8814348,-122.2695567,SAFEWAY STORE #691,1444 SHATTUCK AVE,7/12/2011,0,0,0,0,0
37.8807796,-122.2691621,MASSE'S PASTRIES,1469 SHATTUCK AVE,7/25/2012,0,0,0,0,0
37.8799915,-122.2694861,THE CHEESE BOARD  INC.,1504 SHATTUCK AVE,5/22/2012,0,0,0,0,0
37.8804655,-122.2691371,THE CHEESE BOARD PIZZA,1510 SHATTUCK AVE,5/22/2012,0,0,0,1,0
37.8802325,-122.2686255,THE JUICE BAR COLLECTIVE,2114 VINE ST,5/14/2012,0,0,0,0,0
37.8803137,-122.2684419,PEET'S COFFEE &amp; TEA/VINE,2124 VINE ST,6/6/2011,0,0,0,1,0
37.8798768,-122.2681511,CHESTER'S BAY VIEW CAFE,1510 WALNUT ST,2/7/2012,0,0,0,0,0
37.8767608,-122.2686718,POULET,1685 SHATTUCK AVE,3/28/2012,0,0,0,0,0
37.8804625,-122.2691373,CHA-YA RESTAURANT,1686 SHATTUCK AVE,5/9/2012,0,0,0,0,0
37.880461,-122.2691373,PARTY SUSHI,1776 SHATTUCK AVE,6/13/2012,0,0,0,0,0
37.8751486,-122.2689024,FAST FOODS RESTAURANT,1782 SHATTUCK AVE,6/14/2012,0,0,0,0,0
37.8711695,-122.2682544,CORSO,1786-88 SHATTUCK AVE,11/3/2011,1,0,0,1,0
37.8749046,-122.2688733,FERTILE GROUNDS,1796 SHATTUCK AVE,3/19/2012,0,0,0,0,0
37.8758035,-122.2600761,JASMINE THAI,1805 EUCLID AVE,2/21/2012,0,0,0,0,0
37.876413,-122.2603647,BREWED AWAKENING INC.,1807 EUCLID AVE,6/14/2012,0,0,0,0,0
37.8755518,-122.2602566,LA BURRITA,1832 EUCLID AVE,7/16/2012,0,0,0,0,0
37.8755322,-122.2603641,LA VAL'S GARDENS INC.,1834-40 EUCLID AVE,7/16/2012,1,0,0,1,0
37.8756343,-122.2601426,GIANT BONGO BURGER,1839 EUCLID AVE,6/21/2012,0,0,0,0,0
37.8755216,-122.2604209,BANANA SAM'S CAFE,1842 EUCLID AVE,6/6/2012,0,0,0,0,0
37.8753875,-122.2602241,CAFE NEFELI,1854 EUCLID AVE,12/7/2011,0,0,0,0,0
37.8753183,-122.2603653,VINNIE'S CHEESESTEAKS,1866 EUCLID AVE,7/19/2012,0,0,0,0,0
37.8752509,-122.2602815,URBANN TURBANN,1870 EUCLID AVE,5/23/2012,0,0,0,1,0
37.8751374,-122.2600396,T.C. GARDEN,2507 HEARST AVE B,7/18/2011,0,0,0,0,0
37.8648684,-122.2987068,COOKERY,724 ALLSTON WY,12/13/2011,0,0,0,1,0
37.8785842,-122.2966529,SUSHI BANZAI,1019 CAMELIA ST,6/22/2011,0,0,1,1,0
37.8551825,-122.2923009,900 GRAYSON,900 GRAYSON ST,6/22/2012,1,0,0,0,0
37.8513905,-122.2881338,HUDSON FISH,1028 MURRAY ST,6/20/2011,0,0,0,0,0
37.8661921,-122.317496,BERKELEY YACHT CLUB,1 SEAWALL DR,9/1/2011,0,0,0,0,0
37.8639618,-122.3130447,BERKELEY MARINA SPORTS CENTER,225 UNIVERSITY AVE,3/30/2012,0,0,0,1,0
37.8697253,-122.3007181,ZUT ON FOURTH,1820 FOURTH ST,10/19/2011,1,0,0,0,0
37.8694337,-122.3007721,O CHAME,1830 FOURTH ST,7/2/2012,0,0,0,1,0
37.8646041,-122.2987713,JUNE TAYLOR COMPANY,2207 FOURTH ST,1/9/2012,0,0,0,0,0
37.873117,-122.3002,CAFE FANNY COMMISSARY,1619 FIFTH ST,1/20/2012,1,0,0,0,0
37.8753898,-122.3000703,OCEAN VIEW MARKET,1468 SIXTH ST,7/13/2012,0,0,0,0,0
37.8588489,-122.293476,TRUMPETVINE CATERING,2533 SEVENTH ST,7/9/2012,0,0,0,0,0
37.8547965,-122.2919792,UNCOMMON CAFE,2817 7TH ST,6/22/2012,1,0,0,1,0
37.859256,-122.2913854,WEST SIDE BAKERY CAFE,2570 NINTH ST,7/10/2012,0,0,0,1,0
37.8683717,-122.2961327,PURE CONVENIENCE STORE,913 UNIVERSITY AVE,3/29/2012,1,0,0,0,0
37.8687386,-122.2929711,THE CHEESE STEAK SHOP,1054 UNIVERSITY AVE,3/28/2012,0,0,0,0,0
37.8536964,-122.2795871,SACRAMENTO MARKET,2974 SACRAMENTO ST,6/14/2012,0,0,0,1,0
37.8534653,-122.2793904,BIOFUEL OASIS COOPERATIVE,1441 ASHBY AVE,2/23/2012,0,0,0,0,0
37.878049,-122.2693273,CREPEVINE,1600 SHATTUCK AVE 118,2/9/2012,0,0,0,0,0
37.8752226,-122.2601916,NORTHSIDE CAFE,1878 EUCLID AVE,5/23/2012,0,0,0,0,0
37.8751965,-122.2598181,GOMNARU RESTAURANT,2505 HEARST AVE D,4/17/2012,0,0,0,1,0
37.8648684,-122.2987068,BARBARY BRIX,724 ALLSTON WY,12/13/2011,0,0,0,1,0
37.8609905,-122.2900244,ANCHALEE THAI CUISINE,1094-96 DWIGHT WY,6/29/2011,1,0,0,1,0
37.8807994,-122.3037178,HARRISON HOUSE,711 HARRISON ST,4/27/2011,0,0,0,0,0
37.8513995,-122.2880905,EVENT,1030 MURRAY ST,6/20/2011,0,0,0,0,0
37.8648518,-122.3177326,SKATES ON THE BAY,100 SEAWALL DR,7/11/2011,0,0,0,0,0
37.8715926,-122.272747,BRENNAN'S,700 UNIVERSITY AVE 3RDST,4/19/2012,0,0,0,1,0
37.8507359,-122.2859526,EASY LIQUOR AND GROCERY,3045 SAN PABLO AVE,3/23/2012,0,0,0,0,0
37.8714377,-122.2927345,CASA LATINA BAKERY,1805 SAN PABLO AVE,1/26/2012,0,0,0,1,0
37.851531,-122.286831,TIP TOP LIQUORS &amp; DELI,3012 SAN PABLO AVE,8/10/2011,0,0,0,0,0
37.8535754,-122.2788939,B.B. SEA FOOD,2987 SACRAMENTO ST,7/11/2012,0,0,0,0,0
37.851352,-122.290901,HONG DU UNOCAL,901 ASHBY AVE,PENDING,-1,-1,-1,-1,-1
37.8528809,-122.2937552,RIVA CUCINA,800 HEINZ AVE,6/22/2012,0,0,0,1,0
37.853335,-122.290127,BERKELEY BOWL WEST #1-7,920 HEINZ AVE,7/19/2011,0,0,0,1,0
37.8536669,-122.2949042,LUNCH BOX CAFE,729 HEINZ AVE,6/22/2012,0,0,0,1,0
37.8691769,-122.2738705,BERKELEY CITY JAIL,2171 MCKINLEY AVE,PENDING,-1,-1,-1,-1,-1
37.855692,-122.289434,CALIFORNIA ROSE CATERING,1012 GRAYSON ST,6/13/2011,0,0,0,0,0
37.8556497,-122.2882531,VITAL VITTLES,2810 SAN PABLO AVE,4/5/2011,0,0,0,0,0
37.8544249,-122.2713834,ASHBY SUPER MARKET,2948 M L KING JR WY,6/19/2012,0,0,0,0,0
37.85441,-122.287043,PIMAX INC. DBA C &amp; M MEAT CO.,2843 SAN PABLO AVE,5/8/2012,0,0,0,0,0
37.8483918,-122.2757164,ALCATRAZ MARKET,1601 ALCATRAZ AVE,2/7/2012,0,0,0,0,0
37.8728198,-122.2732733,NINO'S,1916 M L KING JR WY,1/12/2012,1,0,0,0,0
37.8680122,-122.2585679,DIYAR MEDITERRANIAN CUISINE,2511 DURANT AVE,6/18/2012,1,0,0,1,0
37.8563049,-122.2798784,THE BOOT STRAPPER,2836 SACRAMENTO ST,2/23/2012,0,0,0,1,0
37.8560977,-122.2798966,BOB'S LIQUORS,2842 SACRAMENTO ST,2/23/2012,0,0,0,0,0
37.8650643,-122.2590903,JOSHUYA,2441 DWIGHT WY,6/29/2012,0,0,0,0,0
37.8675082,-122.2589308,NAAN AND CURRY,2366 TELEGRAPH AVE,3/20/2012,2,0,0,0,0
37.8663722,-122.2588029,CHO KOREAN BAR-B-QUE,2428 TELEGRAPH AVE,7/1/2011,1,0,0,1,0
37.8692247,-122.2685565,HOTEL SHATTUCK,2086 ALLSTON WY,7/23/2012,1,0,0,1,0
37.8704089,-122.2672024,LE REGAL,2126 CENTER ST,5/24/2012,0,0,0,0,0
37.8564003,-122.2754458,MCGEE'S MARKET,2828 MCGEE AVE,3/16/2012,0,0,0,0,0
37.8687432,-122.2671954,CALIFORNIA CINEMA,2113 KITTREDGE ST,PENDING,-1,-1,-1,-1,-1
37.8686744,-122.2666514,RAZAN'S CAFE,2119 KITTREDGE ST,3/8/2012,1,0,0,1,0
37.8638062,-122.2719241,BERKELEY DISCOUNT &amp; DELI,2439 M L KING JR WY,4/18/2012,0,0,0,0,0
37.8650856,-122.2674132,ANZU,2433 SHATTUCK AVE,3/15/2012,1,0,0,1,0
37.857161,-122.275602,MCGEE AVE BAPTIST CHURCH,1640 STUART ST,5/2/2012,0,0,0,0,0
37.864326,-122.2588817,TELEGRAPH AVENUE MARKET,2552 TELEGRAPH AVE,6/13/2012,0,0,0,0,0
37.8563619,-122.270748,WAT MONGKOLRATAMARAN,1911 RUSSELL ST,5/3/2012,0,0,0,0,0
37.8594181,-122.2665583,SCONEHENGE BAKERY,2102 WARD ST,7/5/2012,1,0,0,0,0
37.857071,-122.267396,BERKELEY BOWL KITCHEN,2020 OREGON ST,5/4/2012,1,0,0,1,0
37.857987,-122.267274,WALGREENS #4614,2801 ADELINE ST,4/24/2012,0,0,0,0,0
37.856386,-122.253232,HOUSE OF CURRIES,2984 COLLEGE AVE,4/4/2012,0,0,0,1,0
37.8575288,-122.2663532,ELMWOOD NURSING &amp; REHAB,2829 SHATTUCK AVE,7/23/2012,0,0,0,0,0
37.8558443,-122.2733875,BUSD FOOD SERVICE WAREHOUSE,1733 RUSSELL ST,2/27/2012,0,0,0,0,0
37.858954,-122.259683,LOCANDA DA EVA,2826 TELEGRAPH AVE,PENDING,-1,-1,-1,-1,-1
37.8751965,-122.2598181,PEPPERMINT GRILL,2505 HEARST AVE B,7/12/2012,0,0,0,0,0
37.8699523,-122.2718515,DOROTHY DAY HOUSE,1931 CENTER ST,2/6/2012,0,0,0,1,0
37.8519503,-122.2888679,ORCHARD SUPPLY HARDWARE,1025 ASHBY AVE,6/16/2011,0,0,0,0,0
37.859149,-122.2601824,INT'L SOCIETY FOR KRISHNA,2334 STUART ST,5/2/2012,0,0,0,0,0
37.8913992,-122.2785472,ANDRONICO'S PARK &amp; SHOP,1850 SOLANO AVE,10/11/2011,0,0,0,1,0
37.8661785,-122.2678955,CHRIS THAI CUISINE,2364 SHATTUCK AVE,6/7/2012,0,0,0,0,0
37.8669013,-122.2583569,PAPAMINGO FROZEN YOGURT,2510 CHANNING WY,PENDING,-1,-1,-1,-1,-1
37.8722104,-122.2683862,EL SOMBRERO TAQUERIA,2101 UNIVERSITY AVE,PENDING,-1,-1,-1,-1,-1
37.8585744,-122.243905,FRESH &amp; BEST RESTAURANT,2924 DOMINGO AVE,5/22/2012,0,0,0,0,0
37.8679812,-122.2598974,YOGURT PARK INC.,2433 DURANT AVE A,4/26/2012,0,0,0,1,0
37.867634,-122.258123,PEPE'S PIZZA,2516 DURANT AVE #B,2/10/2012,1,0,0,1,0
37.868183,-122.258261,KIM'S KIMCHI GARDEN,2517 DURANT AVE B,3/30/2011,1,0,0,1,0
37.868183,-122.258261,CAFE DURANT,2517- DURANT AVE C,2/7/2012,1,0,0,1,0
37.868183,-122.258261,CHANG LUONG RESTAURANT,2517 DURANT AVE D,4/17/2012,0,0,0,0,0
37.868144,-122.2580885,THAI BASIL CUISINE OF THAILAND,2519 DURANT AVE G,6/12/2012,0,0,0,1,0
37.8679625,-122.2579367,STEVE'S KOREAN BAR-B-Q,2521 DURANT AVE F,6/5/2012,0,0,0,0,0
37.8683811,-122.2589063,CHIPOTLE MEXICAN GRILL,2311 TELEGRAPH AVE,3/27/2012,0,0,0,0,0
37.8633682,-122.2588592,MOUNT EVEREST RESTURANT,2598 TELEGRAPH AVE,3/14/2012,0,0,0,1,0
37.8676284,-122.2602886,CHEESE 'N STUFF,2442 DURANT AVE,3/22/2012,0,0,0,0,0
37.8685862,-122.2679782,FINS RESTAURANT,2240 SHATTUCK AVE,3/5/2012,1,0,0,1,0
37.8667421,-122.2591663,CHINESE EXPRESS,2488 CHANNING WY,5/15/2012,1,0,0,1,0
37.8751965,-122.2598181,AKI'S RESTAURANT,2505 HEARST AVE C,4/17/2012,0,0,0,0,0
37.8709722,-122.2718238,ZABU ZABU,1919 ADDISON ST,6/1/2012,1,0,0,1,0
37.8705409,-122.2704986,WHAT'S UP DOG,2109 MILVIA ST,PENDING,-1,-1,-1,-1,-1
37.8507745,-122.2860603,BERKELEY DONUT SHOP,3043 SAN PABLO AVE,3/23/2012,1,0,0,1,0
37.859435,-122.258847,MUDRACKERS,2801 TELEGRAPH AVE,5/17/2012,1,0,0,0,0
37.8588201,-122.2528181,7-ELEVEN #16192,2887 COLLEGE AVE,1/12/2012,0,0,0,0,0
37.8700549,-122.2676811,GOODSONS/GNC,2165 SHATTUCK AVE,4/11/2012,0,0,0,0,0
37.8698731,-122.267805,CAL TAQUERIA,2177 SHATTUCK AVE #A,6/11/2012,1,0,0,0,0
37.8693032,-122.2981089,WEST BERKELEY SENIOR CENTER,1900 6TH ST,11/3/2011,0,0,0,1,0
37.852648,-122.286478,WALGREENS #2609,2995 SAN PABLO AVE,1/10/2012,0,0,0,0,0
37.8650135,-122.2672205,SHATTUCK MARKET,2441 SHATTUCK AVE,4/5/2012,0,0,0,0,0
37.8687679,-122.2683157,SHATTUCK CINEMA,2230 SHATTUCK AVE,4/30/2012,0,0,0,0,0
